239;99;1;0;"2015-02-28 15:04:12"
240;99;2;0;"2015-02-28 15:04:13"
241;99;3;0;"2015-02-28 15:04:15"
242;99;4;0;"2015-02-28 15:04:16"
243;99;5;0;"2015-02-28 15:04:18"
244;99;6;0;"2015-02-28 15:04:19"
245;99;7;0;"2015-02-28 15:04:21"
246;99;8;0;"2015-02-28 15:04:22"
247;99;9;0;"2015-02-28 15:04:24"
248;99;10;0;"2015-02-28 15:04:25"
249;99;11;0;"2015-02-28 15:04:26"
250;99;12;0;"2015-02-28 15:04:27"
251;99;13;0;"2015-02-28 15:04:28"
252;99;14;0;"2015-02-28 15:04:29"
253;99;15;0;"2015-02-28 15:04:30"
254;99;16;0;"2015-02-28 15:04:31"
255;99;17;0;"2015-02-28 15:04:32"
256;99;18;0;"2015-02-28 15:04:33"
257;99;19;0;"2015-02-28 15:04:34"
258;99;20;0;"2015-02-28 15:04:35"
259;99;21;0;"2015-02-28 15:04:36"
260;99;22;0;"2015-02-28 15:04:36"
261;99;23;0;"2015-02-28 15:04:37"
262;99;24;0;"2015-02-28 15:04:38"
263;99;25;0;"2015-02-28 15:04:40"
264;99;26;0;"2015-02-28 15:04:41"
265;99;27;0;"2015-02-28 15:04:42"
266;99;28;0;"2015-02-28 15:04:43"
267;99;29;0;"2015-02-28 15:04:46"
268;99;30;0;"2015-02-28 15:05:14"
269;99;31;0;"2015-02-28 15:05:15"
270;99;32;0;"2015-02-28 15:05:16"
271;99;33;0;"2015-02-28 15:05:17"
272;99;34;0;"2015-02-28 15:05:18"
273;99;35;0;"2015-02-28 15:05:20"
274;99;36;0;"2015-02-28 15:05:21"
275;99;37;0;"2015-02-28 15:05:22"
276;99;38;0;"2015-02-28 15:05:23"
277;99;39;0;"2015-02-28 15:05:25"
278;99;40;0;"2015-02-28 15:05:25"
279;99;41;0;"2015-02-28 15:05:26"
280;99;42;0;"2015-02-28 15:05:27"
281;99;43;0;"2015-02-28 15:05:28"
282;99;44;0;"2015-02-28 15:05:29"
283;99;45;0;"2015-02-28 15:05:30"
284;99;46;0;"2015-02-28 15:05:31"
285;99;47;0;"2015-02-28 15:05:32"
286;99;48;0;"2015-02-28 15:05:34"
287;99;51;0;"2015-02-28 15:05:36"
288;99;52;0;"2015-02-28 15:05:37"
289;99;53;0;"2015-02-28 15:05:38"
290;99;54;0;"2015-02-28 15:05:41"
291;99;56;0;"2015-02-28 15:05:42"
292;99;57;0;"2015-02-28 15:05:43"
293;99;58;0;"2015-02-28 15:05:44"
294;99;60;0;"2015-02-28 15:05:45"
295;99;61;0;"2015-02-28 15:05:46"
296;99;62;0;"2015-02-28 15:05:47"
297;99;63;0;"2015-02-28 15:05:48"
298;99;64;0;"2015-02-28 15:05:49"
299;99;65;0;"2015-02-28 15:05:57"
300;99;66;0;"2015-02-28 15:05:58"
301;99;68;0;"2015-02-28 15:05:59"
302;99;69;0;"2015-02-28 15:06:00"
303;99;70;0;"2015-02-28 15:06:02"
304;99;84;0;"2015-02-28 15:06:03"
305;99;85;0;"2015-02-28 15:06:10"
306;99;86;0;"2015-02-28 15:06:12"
307;99;87;0;"2015-02-28 15:06:13"
308;99;89;0;"2015-02-28 15:06:15"
309;99;92;0;"2015-02-28 15:06:22"
310;99;94;0;"2015-02-28 15:06:24"
311;99;95;0;"2015-02-28 15:06:25"
312;99;100;1;"2015-02-28 15:06:27"
313;99;101;1;"2015-02-28 15:06:29"
314;99;102;0;"2015-02-28 15:06:30"
315;99;103;0;"2015-02-28 15:06:31"
316;99;104;0;"2015-02-28 15:06:33"
317;99;106;0;"2015-02-28 15:06:34"
318;99;107;0;"2015-02-28 15:06:36"
319;99;108;0;"2015-02-28 15:06:37"
320;99;109;0;"2015-02-28 15:06:39"
321;99;110;0;"2015-02-28 15:06:40"
322;99;114;0;"2015-02-28 15:06:41"
323;99;115;0;"2015-02-28 15:06:43"
324;99;116;0;"2015-02-28 15:06:45"
325;99;117;0;"2015-02-28 15:06:46"
326;99;118;0;"2015-02-28 15:06:47"
2434;140;19;0;"2015-03-10 19:50:41"
328;99;127;0;"2015-02-28 15:06:50"
329;99;135;0;"2015-02-28 15:06:51"
330;99;138;0;"2015-02-28 15:06:53"
331;99;139;0;"2015-02-28 15:06:54"
332;86;1;1;"2015-02-28 15:10:53"
333;86;2;1;"2015-02-28 15:11:06"
334;86;3;0;"2015-02-28 15:11:13"
335;86;4;0;"2015-02-28 15:11:24"
336;86;5;0;"2015-02-28 15:11:30"
337;86;6;0;"2015-02-28 15:11:34"
338;86;7;0;"2015-02-28 15:11:40"
339;86;8;1;"2015-02-28 15:11:50"
340;86;9;0;"2015-02-28 15:11:58"
341;86;10;0;"2015-02-28 15:12:03"
342;86;11;0;"2015-02-28 15:12:09"
343;86;12;0;"2015-02-28 15:12:14"
344;86;13;0;"2015-02-28 15:12:21"
345;86;14;0;"2015-02-28 15:12:24"
346;86;15;0;"2015-02-28 15:12:27"
347;86;16;0;"2015-02-28 15:12:34"
348;86;17;1;"2015-02-28 15:12:41"
349;86;18;0;"2015-02-28 15:12:45"
350;135;1;1;"2015-02-28 15:19:44"
351;135;2;1;"2015-02-28 15:19:52"
352;135;3;1;"2015-02-28 15:19:58"
353;135;4;1;"2015-02-28 15:20:05"
354;135;5;1;"2015-02-28 15:20:10"
355;135;6;1;"2015-02-28 15:20:19"
356;135;7;1;"2015-02-28 15:20:24"
357;135;8;1;"2015-02-28 15:20:29"
358;135;9;1;"2015-02-28 15:20:35"
359;86;19;0;"2015-02-28 15:32:52"
360;86;20;0;"2015-02-28 15:32:59"
361;86;21;1;"2015-02-28 15:33:04"
362;86;22;0;"2015-02-28 15:33:09"
363;86;23;0;"2015-02-28 15:33:22"
364;86;24;0;"2015-02-28 15:33:28"
365;86;25;1;"2015-02-28 15:33:35"
366;86;26;1;"2015-02-28 15:33:42"
367;86;27;1;"2015-02-28 15:33:56"
368;86;28;0;"2015-02-28 15:34:02"
369;86;29;1;"2015-02-28 15:34:29"
370;86;30;0;"2015-02-28 15:34:39"
371;86;31;0;"2015-02-28 15:34:55"
372;86;32;1;"2015-02-28 15:35:02"
373;86;33;1;"2015-02-28 15:35:09"
374;86;34;0;"2015-02-28 15:35:15"
375;86;35;0;"2015-02-28 15:35:36"
376;86;36;0;"2015-02-28 15:35:39"
377;86;37;0;"2015-02-28 15:35:43"
378;86;38;1;"2015-02-28 15:35:47"
379;86;39;1;"2015-02-28 15:36:17"
380;86;40;0;"2015-02-28 15:36:59"
381;86;41;1;"2015-02-28 15:37:06"
382;86;42;1;"2015-02-28 15:37:17"
383;86;43;1;"2015-02-28 15:37:32"
384;86;44;0;"2015-02-28 15:37:40"
385;86;45;0;"2015-02-28 15:38:12"
386;86;46;1;"2015-02-28 15:38:17"
387;86;47;1;"2015-02-28 15:38:22"
388;86;48;0;"2015-02-28 15:38:26"
389;86;51;0;"2015-02-28 15:38:40"
390;86;52;1;"2015-02-28 15:38:45"
391;86;53;0;"2015-02-28 15:38:53"
392;86;54;0;"2015-02-28 15:39:00"
393;86;56;0;"2015-02-28 15:39:36"
394;86;57;0;"2015-02-28 15:39:50"
395;86;58;0;"2015-02-28 15:40:09"
396;86;60;0;"2015-02-28 15:40:21"
397;86;61;0;"2015-02-28 15:40:26"
398;86;62;0;"2015-02-28 15:40:30"
399;86;63;0;"2015-02-28 15:40:36"
400;86;64;1;"2015-02-28 15:40:41"
401;86;65;0;"2015-02-28 15:40:50"
402;86;66;0;"2015-02-28 15:40:56"
403;86;68;0;"2015-02-28 15:41:09"
404;86;69;0;"2015-02-28 15:41:26"
405;86;70;0;"2015-02-28 15:43:26"
406;86;84;1;"2015-02-28 15:43:36"
407;86;85;1;"2015-02-28 15:43:43"
408;86;87;1;"2015-02-28 15:43:49"
409;86;89;1;"2015-02-28 15:43:56"
411;86;92;0;"2015-02-28 15:44:26"
417;86;94;1;"2015-02-28 15:45:51"
418;86;95;1;"2015-02-28 15:45:54"
419;86;99;0;"2015-02-28 15:45:58"
420;86;100;1;"2015-02-28 15:46:03"
421;86;101;0;"2015-02-28 15:46:12"
422;86;102;0;"2015-02-28 15:46:27"
423;86;103;0;"2015-02-28 15:46:34"
424;86;104;0;"2015-02-28 15:46:43"
425;86;106;0;"2015-02-28 15:46:47"
426;86;107;1;"2015-02-28 15:46:53"
427;86;108;1;"2015-02-28 15:47:02"
428;86;109;0;"2015-02-28 15:47:21"
429;86;110;0;"2015-02-28 15:47:37"
430;86;114;1;"2015-02-28 15:47:48"
431;86;115;0;"2015-02-28 15:47:53"
432;86;116;1;"2015-02-28 15:48:00"
433;86;117;0;"2015-02-28 15:48:08"
434;86;118;1;"2015-02-28 15:48:22"
2433;140;18;0;"2015-03-10 19:50:38"
436;86;127;0;"2015-02-28 15:48:33"
437;86;135;1;"2015-02-28 15:48:40"
438;86;138;0;"2015-02-28 15:48:48"
439;86;139;1;"2015-02-28 15:48:55"
440;79;49;0;"2015-02-28 15:51:40"
441;79;50;0;"2015-02-28 15:51:44"
442;79;67;1;"2015-02-28 15:51:49"
443;79;78;1;"2015-02-28 15:51:52"
444;79;80;1;"2015-02-28 15:51:57"
445;79;81;1;"2015-02-28 15:52:01"
446;79;82;1;"2015-02-28 15:52:08"
447;79;83;1;"2015-02-28 15:52:12"
448;79;88;1;"2015-02-28 15:52:17"
449;79;90;1;"2015-02-28 15:52:20"
450;79;91;1;"2015-02-28 15:52:24"
451;79;93;1;"2015-02-28 15:52:27"
452;79;96;1;"2015-02-28 15:52:30"
453;79;97;1;"2015-02-28 15:52:34"
454;79;98;1;"2015-02-28 15:52:38"
455;79;111;1;"2015-02-28 15:52:48"
456;79;119;1;"2015-02-28 15:52:52"
458;79;120;1;"2015-02-28 15:53:12"
459;79;122;1;"2015-02-28 15:53:16"
460;79;123;1;"2015-02-28 15:53:21"
461;79;124;1;"2015-02-28 15:53:24"
462;79;125;1;"2015-02-28 15:53:27"
463;79;126;1;"2015-02-28 15:53:29"
464;79;128;0;"2015-02-28 15:53:37"
465;79;129;1;"2015-02-28 15:53:40"
466;79;130;1;"2015-02-28 15:53:44"
467;79;131;1;"2015-02-28 15:53:48"
468;79;132;0;"2015-02-28 15:54:05"
469;79;133;1;"2015-02-28 15:54:10"
470;79;134;1;"2015-02-28 15:54:13"
471;79;136;1;"2015-02-28 15:54:15"
472;79;137;1;"2015-02-28 15:54:23"
473;92;1;0;"2015-02-28 16:19:53"
474;92;2;0;"2015-02-28 16:19:59"
475;92;3;0;"2015-02-28 16:20:04"
510;92;4;1;"2015-02-28 16:21:55"
511;92;5;0;"2015-02-28 16:21:56"
512;92;6;0;"2015-02-28 16:21:58"
513;92;7;0;"2015-02-28 16:22:00"
514;92;8;1;"2015-02-28 16:22:01"
515;92;9;0;"2015-02-28 16:22:03"
516;92;10;0;"2015-02-28 16:22:04"
517;92;11;0;"2015-02-28 16:22:05"
518;92;12;0;"2015-02-28 16:22:06"
519;92;13;0;"2015-02-28 16:22:07"
520;92;14;0;"2015-02-28 16:22:08"
521;92;15;0;"2015-02-28 16:22:09"
522;92;16;0;"2015-02-28 16:22:09"
523;92;17;0;"2015-02-28 16:22:10"
524;92;18;0;"2015-02-28 16:22:11"
525;92;19;0;"2015-02-28 16:22:12"
